SAMPLE_ID,PROJECT,Library Source,Instrument Platform,Instrument Model,Library Layout,Library Strategy,,host,Reference (PMID),comment,
SRR23893272,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23893274,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23893278,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23893281,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR24403204,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR24403208,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21864633,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21864652,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21966109,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21966111,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21966113,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21966125,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22459662,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22459663,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22459670,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22459672,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR31266107,PRJNA1183318,TRANSCRIPTOMIC,ILLUMINA,Illumina HiSeq 2500,PAIRED,RNA-Seq,cDNA,MacacaFas+MPXV,39639037,,
SRR31266108,PRJNA1183318,TRANSCRIPTOMIC,ILLUMINA,Illumina HiSeq 2500,PAIRED,RNA-Seq,cDNA,MacacaFas+MPXV,39639037,,
SRR31266112,PRJNA1183318,TRANSCRIPTOMIC,ILLUMINA,Illumina HiSeq 2500,PAIRED,RNA-Seq,cDNA,MacacaFas+MPXV,39639037,,
SRR31266111,PRJNA1183318,TRANSCRIPTOMIC,ILLUMINA,Illumina HiSeq 2500,PAIRED,RNA-Seq,cDNA,MacacaFas+MPXV,39639037,,
SRR31266114,PRJNA1183318,TRANSCRIPTOMIC,ILLUMINA,Illumina HiSeq 2500,PAIRED,RNA-Seq,cDNA,MacacaFas+MPXV,39639037,,
SRR31266113,PRJNA1183318,TRANSCRIPTOMIC,ILLUMINA,Illumina HiSeq 2500,PAIRED,RNA-Seq,cDNA,MacacaFas+MPXV,39639037,,
SRR31266116,PRJNA1183318,TRANSCRIPTOMIC,ILLUMINA,Illumina HiSeq 2500,PAIRED,RNA-Seq,cDNA,MacacaFas+MPXV,39639037,,
SRR31266115,PRJNA1183318,TRANSCRIPTOMIC,ILLUMINA,Illumina HiSeq 2500,PAIRED,RNA-Seq,cDNA,MacacaFas+MPXV,39639037,,
SRR31266118,PRJNA1183318,TRANSCRIPTOMIC,ILLUMINA,Illumina HiSeq 2500,PAIRED,RNA-Seq,cDNA,MacacaFas+MPXV,39639037,,
SRR31266117,PRJNA1183318,TRANSCRIPTOMIC,ILLUMINA,Illumina HiSeq 2500,PAIRED,RNA-Seq,cDNA,MacacaFas+MPXV,39639037,,
SRR31266119,PRJNA1183318,TRANSCRIPTOMIC,ILLUMINA,Illumina HiSeq 2500,PAIRED,RNA-Seq,cDNA,MacacaFas+MPXV,39639037,,
SRR31266120,PRJNA1183318,TRANSCRIPTOMIC,ILLUMINA,Illumina HiSeq 2500,PAIRED,RNA-Seq,cDNA,MacacaFas+MPXV,39639037,,
SRR31266109,PRJNA1183318,TRANSCRIPTOMIC,ILLUMINA,Illumina HiSeq 2500,PAIRED,RNA-Seq,cDNA,MacacaFas+MPXV,39639037,,
SRR31266110,PRJNA1183318,TRANSCRIPTOMIC,ILLUMINA,Illumina HiSeq 2500,PAIRED,RNA-Seq,cDNA,MacacaFas+MPXV,39639037,,
SRR24828996,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T442F-wk2,
SRR24828997,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T442F-wk1d10,
SRR24828999,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T442F-wk0d3,
SRR24829001,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T442F-wk-1,
SRR24829005,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T447F-wk5d35,
SRR24829009,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T444F-wk4d28,
SRR24829012,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T444F-wk1d10,
SRR24828995,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T442F-wk3,
SRR24829013,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T444F-wk1d7,
SRR24828998,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T442F-wk1d7,
SRR24829014,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T444F-wk0d3,
SRR24829000,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T442F-wk0d1,
SRR24829021,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T461M-wk4d31,
SRR24829002,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T447F-Day-2-Terminal,
SRR24829023,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T461M-wk4d28,
SRR24829027,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T461M-wk1d7,
SRR24829003,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T447F-wk6,
SRR24829029,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T447F-wk3,
SRR24829031,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T447F-wk1d10,
SRR24829004,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T447F-wk5d38,
SRR24829036,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T439F-Day-1-Terminal,
SRR24829007,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T447F-wk4d29,
SRR24829037,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T439F-wk6,
SRR24829038,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T439F-wk5d38,
SRR24829010,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T444F-wk3,
SRR24829045,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T439F-wk1d10,
SRR24829015,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T444F-wk0d1,
SRR24829051,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T443F-wk0d3,
SRR24829052,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T443F-wk0d1,
SRR24829016,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T444F-wk-1,
SRR24829019,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T461M-wk5d38,
SRR24829054,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T462M-Day-2-Terminal,
SRR24829056,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T462M-wk5d38,
SRR24829022,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T461M-wk4d29,
SRR24829057,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T462M-wk5d35,
SRR24829030,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T447F-wk2,
SRR24829058,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T462M-wk4d31,
SRR24829033,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T447F-wk0d3,
SRR24829059,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T462M-wk4d29,
SRR24829062,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T462M-wk2,
SRR24829039,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T439F-wk5d35,
SRR24829071,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T437F-wk5d35,
SRR24829044,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T439F-wk2,
SRR24829046,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T439F-wk1d7,
SRR24829048,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T439F-wk0d1,
SRR24829073,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T437F-wk4d29,
SRR24829050,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T443F-wk1d7,
SRR24829074,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T437F-wk4d28,
SRR24829055,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T462M-wk6,
SRR24829075,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T437F-wk3,
SRR24829076,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T437F-wk2,
SRR24829060,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T462M-wk4d28,
SRR24829078,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T437F-wk1d7,
SRR24829064,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T462M-wk1d7,
SRR24829080,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T437F-wk0d1,
SRR24829065,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T462M-wk0d3,
SRR24829086,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T445F-wk4d28,
SRR24829089,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T445F-wk1d10,
SRR24829067,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T462M-wk-1,
SRR24829090,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T445F-wk1d7,
SRR24829070,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T437F-wk5d38,
SRR24829092,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T445F-wk0d1,
SRR24829072,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T437F-wk4d31,
SRR24829094,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T409F-Day-1-Terminal,
SRR24829077,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T437F-wk1d10,
SRR24829095,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T409F-wk6,
SRR24829084,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T445F-wk4d31,
SRR24829096,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T409F-wk5d38,
SRR24829097,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T409F-wk5d35,
SRR24829085,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T445F-wk4d29,
SRR24829099,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T409F-wk4d29,
SRR24829088,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T445F-wk2,
SRR24829101,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T409F-wk3,
SRR24829091,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T445F-wk0d3,
SRR24829103,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T409F-wk1d10,
SRR24829093,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T445F-wk-1,
SRR24829106,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T409F-wk0d1,
SRR24829111,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T465M-wk4d29,
SRR24829102,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T409F-wk2,
SRR24829115,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T465M-wk1d10,
SRR24829107,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T409F-wk-1,
SRR24829116,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T465M-wk1d7,
SRR24829108,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T466M-Group-VI-Necropsy,
SRR24829117,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T465M-wk0d3,
SRR24829109,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T465M-wk5d35,
SRR24829120,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T443F-Day-1-Terminal,
SRR24829123,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T443F-wk5d35,
SRR24829119,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T465M-wk-1,
SRR24829124,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T443F-wk4d31,
SRR24829121,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T443F-wk6,
SRR24829126,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T443F-wk4d28,
SRR24829122,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T443F-wk5d38,
SRR24829128,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T443F-wk2,
SRR24829129,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T448F-Day-2-Terminal,
SRR24829133,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T448F-wk4d31,
SRR24829130,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T448F-wk6,
SRR24829132,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T448F-wk5d35,
SRR24829136,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T448F-wk3,
SRR24829134,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T448F-wk4d29,
SRR24829139,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T448F-wk1d7,
SRR24829135,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T448F-wk4d28,
SRR24829146,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T444F-wk5d35,
SRR24829140,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T448F-wk0d3,
SRR24829150,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T461M-wk-1,
SRR24829144,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T444F-wk6,
SRR24829152,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T438F-wk6,
SRR24829145,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T444F-wk5d38,
SRR24829158,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T438F-wk3,
SRR24829160,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T438F-wk1d10,
SRR24829147,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T444F-wk4d31,
SRR24829162,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T438F-wk0d3,
SRR24829148,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T444F-wk4d29,
SRR24829169,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T439F-wk-1,
SRR24829170,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T464M-wk3_S36,
SRR24829172,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T464M-wk2,
SRR24829149,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T461M-wk0d1,
SRR24829151,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T438F-Day-1-Terminal,
SRR24829153,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T438F-wk5d38,
SRR24829154,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T438F-wk5d35,
